sensor_id,hour_of_day,mean_flow_lpm,std_flow_lpm,max_flow_lpm,pct_time_flowing,expected_flow_lpm,deviation_from_expected,is_leak,leak_probability
sensor_flow_3,17,1.139,0.71,3.03,0.094,1.202,-0.062,0,0.0
sensor_flow_3,22,1.249,0.363,1.868,0.0,0.414,0.835,0,0.0
sensor_flow_3,14,2.148,0.301,2.674,0.205,2.681,-0.533,0,0.0
sensor_flow_3,7,6.908,1.06,9.521,0.687,5.879,1.03,0,0.0
sensor_flow_3,6,2.974,0.484,3.701,0.528,4.296,-1.322,0,0.0
sensor_flow_3,22,8.933,0.41,10.055,0.979,0.371,8.562,1,1.0
sensor_flow_3,22,0.111,0.896,2.74,0.0,0.19,-0.079,0,0.0
sensor_flow_3,16,12.744,0.389,13.416,0.96,1.629,11.115,1,1.0
sensor_flow_3,17,1.385,0.58,2.265,0.052,2.29,-0.905,0,0.0
sensor_flow_3,9,5.46,0.984,7.774,0.441,5.41,0.051,0,0.0
sensor_flow_3,14,2.422,1.081,4.246,0.145,1.851,0.571,0,0.0
sensor_flow_3,5,0.0,1.47,3.971,0.29,0.376,-0.376,0,0.0
sensor_flow_3,10,10.015,0.249,10.649,0.954,1.471,8.544,1,1.0
sensor_flow_3,13,1.89,0.862,3.282,0.217,1.911,-0.021,0,0.0
sensor_flow_3,18,4.476,0.402,5.171,0.444,4.167,0.308,0,0.0
sensor_flow_3,23,0.946,0.852,3.461,0.0,0.362,0.584,0,0.0
sensor_flow_3,8,7.901,1.448,11.699,0.975,6.99,0.911,0,0.0
sensor_flow_3,2,1.704,0.573,3.386,0.003,0.224,1.48,0,0.0
sensor_flow_3,19,5.945,0.723,7.809,0.679,5.225,0.72,0,0.0
sensor_flow_3,18,5.297,0.304,6.075,0.678,5.137,0.16,0,0.0
sensor_flow_3,8,6.223,1.073,9.434,0.295,4.905,1.318,0,0.0
sensor_flow_3,23,0.413,0.896,2.875,0.0,0.401,0.012,0,0.0
sensor_flow_3,21,6.983,0.58,8.305,0.737,5.514,1.47,0,0.0
sensor_flow_3,2,0.0,0.529,1.425,0.0,0.038,-0.038,0,0.0
sensor_flow_3,19,6.534,1.227,9.196,0.838,6.323,0.211,0,0.0
sensor_flow_3,15,3.153,1.453,6.944,0.415,2.962,0.191,0,0.0
sensor_flow_3,12,1.305,1.014,3.356,0.395,1.847,-0.542,0,0.0
sensor_flow_3,18,9.384,0.638,10.379,0.853,8.741,0.642,0,0.0
sensor_flow_3,20,5.718,0.882,7.503,0.661,6.272,-0.554,0,0.0
sensor_flow_3,10,6.079,0.45,7.336,0.954,1.204,4.875,1,1.0
sensor_flow_3,7,6.74,1.077,8.759,0.808,6.677,0.063,0,0.0
sensor_flow_3,18,9.299,1.439,12.307,1.0,8.874,0.425,0,0.0
sensor_flow_3,13,0.591,0.869,2.371,0.386,1.808,-1.217,0,0.0
sensor_flow_3,1,0.626,1.135,3.865,0.225,0.306,0.321,0,0.0
sensor_flow_3,15,1.418,0.328,2.011,0.151,2.061,-0.643,0,0.0
sensor_flow_3,20,8.799,0.655,9.81,1.0,8.984,-0.185,0,0.0
sensor_flow_3,20,7.013,0.661,8.455,0.759,7.084,-0.071,0,0.0
sensor_flow_3,4,0.0,0.539,1.383,0.063,0.013,-0.013,0,0.0
sensor_flow_3,1,0.488,0.961,2.217,0.136,0.108,0.38,0,0.0
sensor_flow_3,20,8.102,0.41,8.868,0.865,8.976,-0.874,0,0.0
sensor_flow_3,15,7.859,0.343,8.8,0.918,1.459,6.4,1,1.0
sensor_flow_3,2,0.0,1.452,2.713,0.072,0.127,-0.127,0,0.0
sensor_flow_3,10,4.945,0.403,5.706,0.971,1.282,3.663,1,1.0
sensor_flow_3,14,3.842,0.789,6.108,0.473,2.867,0.975,0,0.0
sensor_flow_3,21,7.128,1.42,10.833,0.905,7.433,-0.305,0,0.0
sensor_flow_3,17,5.193,0.169,5.649,0.939,1.938,3.255,1,1.0
sensor_flow_3,18,4.454,1.487,7.757,0.585,4.877,-0.422,0,0.0
sensor_flow_3,22,0.246,0.522,1.224,0.0,0.288,-0.042,0,0.0
sensor_flow_3,13,0.615,0.939,2.477,0.045,1.616,-1.002,0,0.0
sensor_flow_3,13,11.903,0.351,12.431,0.881,2.271,9.632,1,1.0
sensor_flow_3,12,1.955,1.067,3.938,0.343,2.325,-0.37,0,0.0
sensor_flow_3,16,1.116,0.82,3.557,0.333,2.038,-0.922,0,0.0
sensor_flow_3,9,5.048,1.324,7.88,0.795,5.211,-0.163,0,0.0
sensor_flow_3,21,19.478,0.347,20.495,0.867,8.92,10.558,1,1.0
sensor_flow_3,2,0.378,0.618,1.8,0.166,0.44,-0.062,0,0.0
sensor_flow_3,13,1.971,0.508,3.083,0.0,1.144,0.827,0,0.0
sensor_flow_3,7,6.048,0.405,7.145,0.729,4.887,1.161,0,0.0
sensor_flow_3,1,0.0,0.352,0.676,0.158,0.04,-0.04,0,0.0
sensor_flow_3,9,6.1,1.474,8.478,0.962,4.874,1.225,0,0.0
sensor_flow_3,15,2.313,0.479,3.522,0.1,2.316,-0.002,0,0.0
sensor_flow_3,3,0.233,0.865,2.408,0.35,0.492,-0.259,0,0.0
sensor_flow_3,1,0.0,0.901,1.715,0.049,0.232,-0.232,0,0.0
sensor_flow_3,23,0.136,1.454,3.204,0.246,0.215,-0.078,0,0.0
sensor_flow_3,15,2.282,0.796,4.384,0.153,1.38,0.901,0,0.0
sensor_flow_3,3,0.405,1.146,3.669,0.008,0.234,0.171,0,0.0
sensor_flow_3,12,14.905,0.452,15.862,0.939,2.929,11.976,1,1.0
sensor_flow_3,2,0.0,1.032,2.317,0.039,0.402,-0.402,0,0.0
sensor_flow_3,8,6.795,0.415,7.794,0.757,6.917,-0.123,0,0.0
sensor_flow_3,6,8.732,0.434,9.709,0.836,7.896,0.837,0,0.0
sensor_flow_3,22,0.814,0.684,2.478,0.0,0.05,0.764,0,0.0
sensor_flow_3,8,5.378,0.744,7.045,0.728,6.164,-0.786,0,0.0
sensor_flow_3,0,0.0,0.785,1.58,0.03,0.138,-0.138,0,0.0
sensor_flow_3,7,7.871,1.363,10.565,0.793,8.614,-0.743,0,0.0
sensor_flow_3,12,1.07,0.788,2.688,0.045,1.075,-0.004,0,0.0
sensor_flow_3,6,8.615,1.28,11.114,0.987,8.456,0.159,0,0.0
sensor_flow_3,15,0.102,0.695,1.234,0.387,1.101,-0.999,0,0.0
sensor_flow_3,2,0.0,1.082,2.992,0.238,0.176,-0.176,0,0.0
sensor_flow_3,11,1.884,0.386,2.705,0.26,2.81,-0.926,0,0.0
sensor_flow_3,7,7.015,0.633,8.494,0.792,6.73,0.285,0,0.0
sensor_flow_3,13,2.43,0.766,4.127,0.225,1.981,0.449,0,0.0
sensor_flow_3,4,1.05,0.935,3.125,0.0,0.38,0.67,0,0.0
sensor_flow_3,3,0.391,1.484,3.972,0.158,0.34,0.05,0,0.0
sensor_flow_3,15,2.679,0.45,3.368,0.268,2.423,0.256,0,0.0
sensor_flow_3,11,3.134,1.385,6.685,0.432,2.512,0.622,0,0.0
sensor_flow_3,0,0.45,0.653,1.652,0.0,0.459,-0.009,0,0.0
sensor_flow_3,11,2.468,0.841,3.889,0.537,2.655,-0.187,0,0.0
sensor_flow_3,9,6.994,0.871,9.237,0.763,7.833,-0.839,0,0.0
sensor_flow_3,6,8.065,0.705,10.072,0.897,7.967,0.098,0,0.0
sensor_flow_3,20,4.365,1.133,6.676,0.662,4.297,0.068,0,0.0
sensor_flow_3,3,0.0,0.557,1.264,0.0,0.138,-0.138,0,0.0
sensor_flow_3,21,7.656,0.738,9.674,0.832,8.136,-0.481,0,0.0
sensor_flow_3,18,6.486,1.436,10.761,0.478,6.831,-0.345,0,0.0
sensor_flow_3,13,1.479,0.959,3.075,0.131,1.751,-0.272,0,0.0
sensor_flow_3,12,1.645,1.483,5.742,0.176,1.511,0.134,0,0.0
sensor_flow_3,17,2.073,1.253,4.353,0.188,1.262,0.811,0,0.0
sensor_flow_3,4,5.783,0.183,6.268,0.898,0.274,5.509,1,1.0
sensor_flow_3,13,2.547,0.881,4.995,0.161,2.224,0.324,0,0.0
sensor_flow_3,2,0.816,0.879,2.394,0.0,0.081,0.735,0,0.0
sensor_flow_3,20,12.537,0.178,13.043,0.971,4.375,8.162,1,1.0
sensor_flow_3,2,0.568,1.358,2.826,0.0,0.146,0.422,0,0.0
sensor_flow_3,19,6.766,1.413,9.536,0.506,6.498,0.268,0,0.0
sensor_flow_3,23,1.09,0.575,2.68,0.0,0.241,0.849,0,0.0
sensor_flow_3,11,1.479,0.317,2.125,0.15,1.423,0.056,0,0.0
sensor_flow_3,2,0.0,1.114,2.531,0.0,0.033,-0.033,0,0.0
sensor_flow_3,20,3.653,1.145,6.928,0.528,4.271,-0.619,0,0.0
sensor_flow_3,21,9.36,0.329,10.238,0.856,5.611,3.749,1,1.0
sensor_flow_3,6,2.834,0.336,3.842,0.325,4.067,-1.233,0,0.0
sensor_flow_3,20,8.074,1.15,10.185,0.808,7.986,0.089,0,0.0
sensor_flow_3,9,6.58,1.314,9.204,0.834,5.865,0.715,0,0.0
sensor_flow_3,12,2.59,1.051,5.679,0.0,1.475,1.115,0,0.0
sensor_flow_3,14,2.187,0.712,3.959,0.353,1.052,1.136,0,0.0
sensor_flow_3,6,5.743,1.356,9.361,0.452,5.794,-0.051,0,0.0
sensor_flow_3,1,0.0,0.308,0.583,0.248,0.231,-0.231,0,0.0
sensor_flow_3,16,5.291,0.108,5.455,0.874,2.084,3.207,1,1.0
sensor_flow_3,15,2.872,1.27,5.572,0.267,2.118,0.754,0,0.0
sensor_flow_3,3,1.964,1.104,4.211,0.0,0.215,1.749,0,0.0
sensor_flow_3,14,1.182,0.654,2.96,0.208,1.579,-0.397,0,0.0
sensor_flow_3,16,12.057,0.304,12.798,0.881,1.982,10.076,1,1.0
sensor_flow_3,6,5.314,0.913,6.841,0.532,4.438,0.876,0,0.0
sensor_flow_3,10,3.891,0.934,6.568,0.106,2.479,1.413,0,0.0
sensor_flow_3,17,1.477,1.28,5.098,0.205,1.738,-0.261,0,0.0
sensor_flow_3,2,0.0,0.727,2.131,0.0,0.189,-0.189,0,0.0
sensor_flow_3,1,0.0,1.255,2.165,0.104,0.255,-0.255,0,0.0
sensor_flow_3,6,8.003,0.534,9.555,0.865,8.341,-0.338,0,0.0
sensor_flow_3,19,13.284,0.285,13.857,0.914,4.394,8.89,1,1.0
sensor_flow_3,9,7.038,0.497,8.127,0.55,6.328,0.71,0,0.0
sensor_flow_3,14,0.959,0.631,2.257,0.131,1.221,-0.262,0,0.0
sensor_flow_3,13,1.518,0.489,2.569,0.234,1.441,0.077,0,0.0
sensor_flow_3,15,2.051,0.425,3.104,0.232,1.387,0.664,0,0.0
sensor_flow_3,21,5.714,1.141,8.874,0.952,6.477,-0.763,0,0.0
sensor_flow_3,20,7.551,1.036,10.011,0.74,7.628,-0.077,0,0.0
sensor_flow_3,19,4.696,0.967,6.894,0.328,4.514,0.181,0,0.0
sensor_flow_3,7,6.544,0.931,9.129,0.87,7.377,-0.833,0,0.0
sensor_flow_3,8,9.076,0.346,10.109,0.855,8.472,0.604,0,0.0
sensor_flow_3,2,0.585,1.498,5.039,0.0,0.343,0.242,0,0.0
sensor_flow_3,3,0.0,1.11,2.526,0.118,0.072,-0.072,0,0.0
sensor_flow_3,18,7.006,0.492,8.158,0.839,7.058,-0.052,0,0.0
sensor_flow_3,0,9.864,0.221,10.382,0.947,0.172,9.692,1,1.0
sensor_flow_3,0,0.0,0.969,2.079,0.197,0.295,-0.295,0,0.0
sensor_flow_3,10,2.545,0.552,3.483,0.09,1.982,0.563,0,0.0
sensor_flow_3,21,16.055,0.281,16.871,0.989,7.124,8.931,1,1.0
sensor_flow_3,21,9.008,1.08,10.887,0.914,8.23,0.779,0,0.0
sensor_flow_3,20,6.995,0.307,7.783,0.689,7.308,-0.313,0,0.0
sensor_flow_3,21,3.489,0.63,4.558,0.376,4.069,-0.579,0,0.0
sensor_flow_3,9,8.28,0.782,10.479,0.813,8.331,-0.051,0,0.0
sensor_flow_3,19,5.122,1.088,7.022,0.677,5.524,-0.403,0,0.0
sensor_flow_3,16,0.886,1.231,2.831,0.234,1.208,-0.323,0,0.0
sensor_flow_3,6,7.008,0.594,7.92,0.759,7.125,-0.118,0,0.0
sensor_flow_3,18,7.228,0.429,8.178,1.0,8.021,-0.793,0,0.0
sensor_flow_3,19,5.436,1.072,8.131,0.514,5.962,-0.526,0,0.0
sensor_flow_3,5,0.0,1.104,2.165,0.123,0.48,-0.48,0,0.0
sensor_flow_3,11,2.859,1.042,5.254,0.262,2.231,0.628,0,0.0
sensor_flow_3,21,6.223,1.244,8.703,0.808,7.432,-1.209,0,0.0
sensor_flow_3,6,7.24,1.222,10.901,0.679,5.787,1.453,0,0.0
sensor_flow_3,3,0.293,0.938,2.076,0.0,0.217,0.075,0,0.0
sensor_flow_3,22,0.012,0.842,1.859,0.0,0.099,-0.088,0,0.0
sensor_flow_3,13,1.843,0.818,3.241,0.251,1.882,-0.039,0,0.0
sensor_flow_3,8,8.489,0.445,9.648,0.973,4.007,4.482,1,1.0
sensor_flow_3,12,2.803,0.474,4.151,0.393,2.989,-0.186,0,0.0
sensor_flow_3,17,0.998,1.036,3.774,0.007,1.205,-0.207,0,0.0
sensor_flow_3,6,18.986,0.395,20.158,0.883,8.255,10.731,1,1.0
sensor_flow_3,13,2.661,0.759,4.007,0.177,2.879,-0.218,0,0.0
sensor_flow_3,7,8.388,1.059,10.238,0.964,8.133,0.255,0,0.0
sensor_flow_3,20,6.747,1.399,9.5,0.833,6.368,0.379,0,0.0
sensor_flow_3,10,2.36,0.772,4.142,0.21,2.197,0.163,0,0.0
sensor_flow_3,21,7.959,0.404,8.657,1.0,7.804,0.155,0,0.0
sensor_flow_3,23,0.0,1.29,2.233,0.152,0.374,-0.374,0,0.0
sensor_flow_3,0,1.21,0.431,2.223,0.099,0.029,1.18,0,0.0
sensor_flow_3,8,5.572,1.121,7.287,0.735,6.071,-0.499,0,0.0
sensor_flow_3,17,2.091,0.979,3.744,0.445,2.891,-0.8,0,0.0
sensor_flow_3,4,0.0,1.257,3.089,0.0,0.478,-0.478,0,0.0
sensor_flow_3,4,4.633,0.587,6.244,0.944,0.149,4.484,1,1.0
sensor_flow_3,12,2.788,0.73,3.922,0.0,2.531,0.257,0,0.0
sensor_flow_3,0,1.098,1.395,4.409,0.0,0.023,1.075,0,0.0
sensor_flow_3,12,10.54,0.371,11.516,0.903,2.492,8.049,1,1.0
sensor_flow_3,20,9.002,1.182,12.185,0.79,8.82,0.182,0,0.0
sensor_flow_3,15,0.585,0.414,1.445,0.04,1.08,-0.494,0,0.0
sensor_flow_3,3,0.302,1.132,2.818,0.0,0.008,0.293,0,0.0
sensor_flow_3,5,0.608,0.839,2.045,0.305,0.414,0.194,0,0.0
sensor_flow_3,4,0.379,0.651,1.674,0.096,0.404,-0.025,0,0.0
sensor_flow_3,16,2.492,0.324,3.176,0.216,1.34,1.152,0,0.0
sensor_flow_3,0,10.388,0.513,11.771,0.882,0.274,10.114,1,1.0
sensor_flow_3,8,5.968,0.75,7.416,0.945,6.116,-0.147,0,0.0
sensor_flow_3,8,7.187,1.404,9.497,0.773,6.577,0.61,0,0.0
sensor_flow_3,3,0.524,1.332,3.084,0.223,0.372,0.152,0,0.0
sensor_flow_3,20,8.811,0.385,9.893,0.816,7.253,1.558,0,0.0
sensor_flow_3,13,1.577,1.179,4.735,0.055,1.874,-0.298,0,0.0
sensor_flow_3,0,0.399,0.352,1.338,0.056,0.142,0.258,0,0.0
sensor_flow_3,16,0.364,0.648,1.658,0.273,1.54,-1.176,0,0.0
sensor_flow_3,8,7.822,1.423,11.974,0.777,7.52,0.301,0,0.0
sensor_flow_3,19,5.525,0.527,6.458,0.742,5.335,0.19,0,0.0
sensor_flow_3,2,8.205,0.132,8.588,0.954,0.437,7.768,1,1.0
sensor_flow_3,3,1.411,1.348,4.705,0.241,0.186,1.225,0,0.0
sensor_flow_3,19,5.88,0.959,8.712,0.566,5.836,0.044,0,0.0
sensor_flow_3,3,0.722,0.369,1.662,0.0,0.398,0.324,0,0.0
sensor_flow_3,14,1.728,0.48,2.964,0.0,1.233,0.495,0,0.0
sensor_flow_3,12,0.865,1.028,3.528,0.222,1.516,-0.652,0,0.0
sensor_flow_3,8,6.519,0.961,8.432,0.549,5.571,0.948,0,0.0
sensor_flow_3,17,1.311,0.917,3.105,0.174,1.214,0.097,0,0.0
sensor_flow_3,23,0.0,0.594,1.698,0.04,0.079,-0.079,0,0.0
sensor_flow_3,1,0.221,0.553,1.793,0.0,0.035,0.186,0,0.0
sensor_flow_3,21,3.357,1.231,6.14,0.358,4.413,-1.056,0,0.0
sensor_flow_3,23,1.038,1.287,3.805,0.184,0.1,0.938,0,0.0
sensor_flow_3,22,1.11,0.615,2.297,0.0,0.387,0.723,0,0.0
sensor_flow_3,9,6.539,0.522,7.985,0.739,6.728,-0.189,0,0.0
sensor_flow_3,9,8.49,1.154,10.757,0.84,7.726,0.764,0,0.0
sensor_flow_3,1,1.182,1.087,3.33,0.188,0.116,1.066,0,0.0
sensor_flow_3,0,0.384,1.276,3.959,0.017,0.041,0.343,0,0.0
sensor_flow_3,0,0.0,0.892,1.797,0.212,0.101,-0.101,0,0.0
sensor_flow_3,23,0.0,0.442,1.154,0.0,0.338,-0.338,0,0.0
sensor_flow_3,19,4.344,1.191,6.971,0.427,4.018,0.326,0,0.0
sensor_flow_3,13,1.455,0.746,2.605,0.0,1.875,-0.42,0,0.0
sensor_flow_3,3,0.447,1.381,3.681,0.196,0.466,-0.018,0,0.0
sensor_flow_3,1,0.539,1.053,3.689,0.0,0.339,0.2,0,0.0
sensor_flow_3,2,0.397,0.778,1.595,0.044,0.005,0.392,0,0.0
sensor_flow_3,4,0.011,0.849,2.446,0.029,0.132,-0.121,0,0.0
sensor_flow_3,23,0.0,1.148,2.057,0.158,0.48,-0.48,0,0.0
sensor_flow_3,7,8.348,1.165,10.767,1.0,8.543,-0.196,0,0.0
sensor_flow_3,18,2.893,0.425,3.879,0.393,4.098,-1.205,0,0.0
sensor_flow_3,23,1.012,0.453,1.91,0.049,0.422,0.59,0,0.0
sensor_flow_3,13,13.144,0.561,14.512,0.945,2.68,10.464,1,1.0
sensor_flow_3,5,0.076,0.575,0.94,0.049,0.075,0.002,0,0.0
sensor_flow_3,20,7.382,0.302,8.083,0.858,7.28,0.102,0,0.0
sensor_flow_3,6,7.771,0.933,10.402,1.0,6.673,1.098,0,0.0
sensor_flow_3,12,0.589,1.227,4.09,0.081,1.082,-0.493,0,0.0
sensor_flow_3,22,0.0,0.865,2.268,0.071,0.01,-0.01,0,0.0
sensor_flow_3,20,6.493,1.253,9.289,0.956,6.106,0.387,0,0.0
sensor_flow_3,11,2.35,1.264,4.334,0.268,2.8,-0.45,0,0.0
sensor_flow_3,3,1.248,0.954,3.489,0.325,0.343,0.905,0,0.0
sensor_flow_3,17,1.224,0.305,2.049,0.295,1.057,0.167,0,0.0
sensor_flow_3,11,3.952,0.594,5.389,0.33,2.694,1.258,0,0.0
sensor_flow_3,2,0.0,1.175,3.448,0.212,0.123,-0.123,0,0.0
sensor_flow_3,13,1.785,0.435,2.468,0.128,1.489,0.296,0,0.0
sensor_flow_3,0,0.349,0.679,2.272,0.0,0.272,0.077,0,0.0
sensor_flow_3,1,8.469,0.258,8.921,0.877,0.241,8.228,1,1.0
sensor_flow_3,22,0.593,1.304,3.385,0.0,0.09,0.503,0,0.0
sensor_flow_3,11,7.908,0.411,9.017,0.955,2.752,5.156,1,1.0
sensor_flow_3,3,0.649,0.982,2.604,0.201,0.205,0.443,0,0.0
sensor_flow_3,2,5.912,0.561,7.239,0.96,0.474,5.438,1,1.0
sensor_flow_3,0,10.608,0.225,11.024,0.993,0.33,10.278,1,1.0
sensor_flow_3,19,8.097,1.238,11.741,0.827,6.727,1.37,0,0.0
sensor_flow_3,15,3.344,0.865,5.606,0.231,1.591,1.753,0,0.0
sensor_flow_3,0,0.697,0.385,1.625,0.0,0.28,0.417,0,0.0
sensor_flow_3,14,10.751,0.226,11.344,0.934,2.854,7.896,1,1.0
sensor_flow_3,9,7.84,0.911,10.467,0.792,7.624,0.215,0,0.0
sensor_flow_3,17,7.755,0.328,8.3,0.994,2.566,5.189,1,1.0
sensor_flow_3,22,0.0,0.589,0.964,0.149,0.171,-0.171,0,0.0
sensor_flow_3,13,3.505,0.717,4.868,0.56,2.636,0.869,0,0.0
sensor_flow_3,15,1.299,0.856,3.14,0.282,1.016,0.283,0,0.0
sensor_flow_3,13,2.415,1.352,5.185,0.24,2.734,-0.319,0,0.0
sensor_flow_3,17,3.589,0.476,4.812,0.259,2.511,1.079,0,0.0
sensor_flow_3,16,1.217,1.436,4.027,0.2,1.378,-0.162,0,0.0
sensor_flow_3,15,1.757,1.237,3.909,0.124,2.25,-0.493,0,0.0
sensor_flow_3,8,7.59,0.78,8.83,0.751,5.942,1.648,0,0.0
sensor_flow_3,17,11.546,0.147,11.96,0.972,2.775,8.771,1,1.0
sensor_flow_3,21,8.596,0.599,9.615,1.0,7.083,1.513,0,0.0
sensor_flow_3,23,0.885,1.254,3.763,0.37,0.235,0.65,0,0.0
sensor_flow_3,16,11.246,0.305,12.151,0.879,2.695,8.551,1,1.0
sensor_flow_3,20,3.866,1.327,6.983,0.557,5.676,-1.81,0,0.0
sensor_flow_3,9,5.298,0.432,6.538,0.619,4.737,0.561,0,0.0
sensor_flow_3,4,0.0,0.87,1.615,0.0,0.025,-0.025,0,0.0
sensor_flow_3,8,8.517,0.354,9.115,0.976,4.887,3.63,1,1.0
sensor_flow_3,3,8.03,0.226,8.487,0.941,0.206,7.824,1,1.0
sensor_flow_3,16,2.954,1.428,5.247,0.379,2.333,0.621,0,0.0
sensor_flow_3,17,3.924,1.152,7.193,0.337,2.63,1.294,0,0.0
sensor_flow_3,4,0.193,1.291,3.873,0.0,0.479,-0.286,0,0.0
sensor_flow_3,4,0.107,1.451,3.38,0.089,0.333,-0.226,0,0.0
sensor_flow_3,23,0.9,0.915,2.865,0.0,0.444,0.456,0,0.0
sensor_flow_3,22,0.0,1.317,3.427,0.159,0.027,-0.027,0,0.0
sensor_flow_3,19,7.092,0.369,7.757,1.0,6.959,0.133,0,0.0
sensor_flow_3,14,3.092,0.709,4.701,0.153,2.477,0.615,0,0.0
sensor_flow_3,3,1.085,0.773,3.067,0.003,0.332,0.752,0,0.0
sensor_flow_3,12,2.589,0.911,4.531,0.427,2.699,-0.11,0,0.0
sensor_flow_3,7,5.379,0.839,6.946,0.724,6.135,-0.756,0,0.0
sensor_flow_3,11,4.734,0.589,6.05,0.934,1.559,3.175,1,1.0
sensor_flow_3,19,8.85,1.166,11.954,0.892,8.589,0.261,0,0.0
sensor_flow_3,21,15.396,0.302,15.95,0.932,5.003,10.393,1,1.0
sensor_flow_3,23,0.0,0.87,1.972,0.0,0.421,-0.421,0,0.0
sensor_flow_3,6,6.71,0.568,8.16,1.0,7.371,-0.66,0,0.0
sensor_flow_3,14,1.363,0.626,2.504,0.0,1.078,0.285,0,0.0
sensor_flow_3,5,0.312,0.395,1.001,0.097,0.495,-0.183,0,0.0
sensor_flow_3,23,2.677,0.859,4.197,0.022,0.467,2.21,0,0.0
sensor_flow_3,2,0.404,1.062,3.172,0.07,0.083,0.321,0,0.0
sensor_flow_3,17,3.057,0.71,4.391,0.112,2.082,0.975,0,0.0
sensor_flow_3,11,2.452,0.592,3.898,0.221,2.556,-0.104,0,0.0
sensor_flow_3,9,6.873,0.463,7.84,0.548,6.541,0.332,0,0.0
sensor_flow_3,15,1.832,0.808,3.322,0.114,1.549,0.283,0,0.0
sensor_flow_3,13,3.025,0.66,4.332,0.0,2.603,0.422,0,0.0
sensor_flow_3,12,2.192,0.891,4.051,0.523,2.785,-0.593,0,0.0
sensor_flow_3,5,0.97,1.348,3.598,0.0,0.092,0.878,0,0.0
sensor_flow_3,14,1.822,0.739,3.776,0.38,2.371,-0.548,0,0.0
sensor_flow_3,3,0.674,1.186,4.23,0.0,0.29,0.384,0,0.0
sensor_flow_3,2,0.676,1.334,3.628,0.049,0.415,0.261,0,0.0
sensor_flow_3,4,0.808,1.046,3.076,0.443,0.214,0.594,0,0.0
sensor_flow_3,18,7.196,1.318,10.945,0.688,7.327,-0.131,0,0.0
sensor_flow_3,8,5.158,0.781,6.504,0.379,5.163,-0.004,0,0.0
sensor_flow_3,7,5.206,0.324,5.932,0.725,4.694,0.512,0,0.0
sensor_flow_3,12,9.095,0.493,10.388,0.93,2.441,6.654,1,1.0
sensor_flow_3,16,6.661,0.364,7.556,0.921,2.84,3.82,1,1.0
sensor_flow_3,8,4.026,0.65,5.626,0.78,5.145,-1.119,0,0.0
sensor_flow_3,10,1.597,0.311,2.488,0.299,2.422,-0.825,0,0.0
sensor_flow_3,1,1.147,1.122,4.366,0.011,0.299,0.848,0,0.0
sensor_flow_3,17,2.886,0.413,4.081,0.219,1.679,1.208,0,0.0
sensor_flow_3,21,4.455,0.69,5.492,0.43,4.762,-0.307,0,0.0
sensor_flow_3,16,2.385,1.32,4.644,0.221,1.959,0.427,0,0.0
sensor_flow_3,9,5.362,0.51,6.852,0.562,6.005,-0.644,0,0.0
sensor_flow_3,3,1.256,0.898,2.853,0.104,0.385,0.871,0,0.0
sensor_flow_3,3,9.044,0.426,10.276,0.963,0.387,8.657,1,1.0
sensor_flow_3,8,6.468,0.862,8.41,0.91,7.661,-1.192,0,0.0
sensor_flow_3,18,4.607,0.588,6.308,0.576,5.97,-1.363,0,0.0
sensor_flow_3,16,2.853,1.4,5.82,0.323,2.924,-0.072,0,0.0
sensor_flow_3,11,13.515,0.214,13.872,0.924,1.814,11.701,1,1.0
sensor_flow_3,9,6.304,0.455,7.132,0.644,5.954,0.35,0,0.0
sensor_flow_3,15,3.461,0.943,6.122,0.0,2.449,1.013,0,0.0
sensor_flow_3,13,9.44,0.595,10.931,0.884,2.506,6.934,1,1.0
sensor_flow_3,23,1.699,0.908,3.598,0.12,0.469,1.229,0,0.0
sensor_flow_3,9,6.438,0.961,7.952,0.736,6.155,0.282,0,0.0
sensor_flow_3,21,8.016,1.353,11.846,0.816,8.046,-0.03,0,0.0
sensor_flow_3,9,9.799,1.477,14.054,0.813,8.883,0.916,0,0.0
sensor_flow_3,14,2.134,0.332,2.974,0.353,2.521,-0.387,0,0.0
sensor_flow_3,16,0.599,0.64,1.638,0.127,1.005,-0.406,0,0.0
sensor_flow_3,20,6.145,0.678,7.974,0.817,7.189,-1.044,0,0.0
sensor_flow_3,14,1.845,1.394,4.147,0.257,1.721,0.124,0,0.0
sensor_flow_3,23,1.653,0.848,3.011,0.0,0.059,1.594,0,0.0
sensor_flow_3,21,8.425,0.95,11.038,0.926,8.593,-0.168,0,0.0
sensor_flow_3,14,2.813,1.416,5.311,0.345,1.399,1.414,0,0.0
sensor_flow_3,17,3.097,0.575,4.327,0.219,2.332,0.765,0,0.0
sensor_flow_3,13,1.031,1.343,3.235,0.081,1.001,0.03,0,0.0
sensor_flow_3,17,1.997,0.445,3.022,0.339,2.131,-0.134,0,0.0
sensor_flow_3,22,1.024,0.615,1.965,0.0,0.312,0.711,0,0.0
sensor_flow_3,12,8.315,0.533,9.709,0.973,1.371,6.944,1,1.0
sensor_flow_3,2,0.0,1.178,2.081,0.164,0.004,-0.004,0,0.0
sensor_flow_3,21,9.408,1.45,12.426,0.721,8.631,0.777,0,0.0
sensor_flow_3,12,1.42,0.883,4.055,0.334,1.905,-0.485,0,0.0
sensor_flow_3,18,6.55,1.451,9.217,0.735,7.001,-0.451,0,0.0
sensor_flow_3,21,7.416,1.205,9.846,0.928,8.426,-1.01,0,0.0
