tank_level_pct,float_switch_full,shortage_severity,leak_detected
18.89,False,low,False
84.01,False,low,True
62.38,False,medium,True
76.47,False,low,False
67.08,False,low,False
46.31,False,low,False
32.5,False,low,False
59.49,False,high,False
47.24,False,low,True
17.2,False,low,False
34.9,False,low,False
25.48,False,high,False
30.38,False,low,False
81.96,False,high,True
59.83,False,low,False
9.11,False,medium,False
79.2,False,low,False
34.86,False,high,False
10.88,False,medium,False
18.87,False,low,False
99.86,True,low,False
21.2,False,medium,False
37.81,False,high,False
19.7,False,low,False
24.59,False,low,True
4.12,False,medium,False
70.74,False,low,False
65.34,False,high,False
55.11,False,high,False
12.49,False,low,False
15.74,False,low,False
39.32,False,low,False
1.39,False,low,True
56.53,False,medium,True
51.27,False,high,False
95.45,False,low,False
83.03,False,medium,False
26.09,False,high,False
64.48,False,high,False
55.21,False,medium,False
44.8,False,medium,False
6.52,False,low,False
54.57,False,low,False
26.63,False,high,True
48.97,False,medium,False
69.31,False,low,False
15.79,False,medium,False
33.79,False,low,False
33.45,False,low,True
46.26,False,low,False
66.92,False,medium,False
61.65,False,low,False
14.88,False,high,False
45.64,False,low,False
28.27,False,medium,True
29.68,False,medium,False
3.43,False,medium,False
37.65,False,medium,False
55.5,False,medium,False
31.47,False,low,False
65.95,False,medium,False
35.5,False,medium,False
88.34,False,low,False
34.08,False,low,False
56.74,False,low,False
37.49,False,medium,False
85.53,False,high,False
14.47,False,medium,False
44.21,False,medium,False
94.8,False,medium,False
41.57,False,high,False
98.71,True,low,False
13.58,False,low,False
26.1,False,low,False
8.26,False,low,True
95.25,True,low,False
75.86,False,low,False
87.16,False,medium,False
58.47,False,high,False
80.86,False,low,False
98.96,True,low,False
73.38,False,medium,False
9.59,False,medium,False
20.58,False,low,False
65.45,False,medium,False
68.72,False,low,False
59.54,False,medium,False
41.61,False,medium,False
42.57,False,medium,False
30.03,False,medium,False
41.4,False,high,False
3.54,False,low,False
34.36,False,medium,False
49.09,False,medium,False
38.74,False,low,False
43.17,False,medium,True
35.79,False,low,False
61.03,False,high,False
80.33,False,low,False
35.29,False,medium,False
71.23,False,low,False
74.41,False,low,False
68.03,False,low,True
88.94,False,high,False
99.29,True,medium,False
93.62,False,medium,False
19.3,False,low,False
2.15,False,low,False
9.53,False,high,False
63.04,False,medium,False
25.38,False,low,False
55.83,False,high,False
30.06,False,low,False
32.55,False,low,False
25.17,False,low,False
84.97,False,medium,False
49.14,False,high,True
16.12,False,high,False
99.51,True,medium,False
1.74,False,high,False
0.91,False,low,False
28.62,False,low,False
89.63,False,medium,False
8.81,False,medium,False
0.24,False,high,False
26.24,False,low,False
84.11,False,medium,False
32.7,False,low,False
86.26,False,medium,False
99.35,True,low,False
98.18,True,low,False
98.74,True,medium,False
67.06,False,low,False
25.88,False,medium,False
17.03,False,low,False
47.31,False,low,False
38.87,False,low,False
90.72,False,low,False
41.67,False,medium,False
87.42,False,medium,False
76.7,False,low,False
28.64,False,medium,False
55.38,False,low,True
97.01,True,low,False
89.03,False,low,False
78.35,False,low,False
32.4,False,low,True
4.69,False,low,False
92.15,False,medium,False
45.11,False,low,False
50.72,False,low,False
39.17,False,high,False
20.21,False,low,False
91.82,False,high,False
74.43,False,high,False
61.99,False,low,False
99.7,True,medium,False
9.53,False,low,False
60.5,False,medium,False
22.05,False,high,False
61.35,False,low,False
43.23,False,low,False
8.13,False,low,True
73.23,False,medium,False
98.69,True,high,False
26.48,False,low,False
90.76,False,low,False
23.32,False,medium,False
57.52,False,low,False
42.87,False,medium,False
50.65,False,low,False
50.04,False,low,False
32.31,False,medium,False
13.46,False,low,False
83.39,False,low,True
79.69,False,low,False
22.96,False,high,False
16.09,False,low,False
16.87,False,high,False
69.12,False,high,False
12.8,False,low,False
38.2,False,low,True
0.43,False,low,False
79.11,False,high,False
46.55,False,low,False
10.4,False,high,False
28.65,False,medium,False
75.15,False,low,False
98.98,True,medium,False
80.04,False,low,False
88.69,False,low,False
61.99,False,low,False
54.51,False,medium,False
29.42,False,low,False
72.01,False,low,False
97.67,False,low,False
24.79,False,medium,False
14.54,False,high,False
34.96,False,high,False
6.39,False,low,False
66.2,False,low,False
52.95,False,low,True
15.78,False,medium,False
39.55,False,low,False
2.18,False,medium,False
44.19,False,low,False
17.34,False,low,False
77.88,False,medium,False
54.92,False,low,True
27.79,False,low,False
65.9,False,high,False
67.19,False,high,False
45.37,False,medium,False
89.32,False,medium,False
14.86,False,high,False
4.91,False,low,False
29.08,False,low,False
48.8,False,low,False
86.14,False,medium,False
82.26,False,high,False
14.98,False,low,False
93.63,False,low,False
19.42,False,medium,False
78.69,False,high,False
66.34,False,high,False
96.42,True,low,False
85.24,False,low,False
46.41,False,medium,False
42.44,False,low,False
95.65,True,low,False
6.98,False,low,False
76.81,False,low,False
71.24,False,low,False
86.51,False,medium,False
41.7,False,low,False
15.38,False,high,False
12.06,False,low,False
46.78,False,low,False
58.73,False,high,False
18.71,False,high,False
57.95,False,low,False
93.84,False,low,True
2.71,False,low,False
43.28,False,medium,False
20.97,False,high,False
94.65,False,medium,True
59.5,False,high,False
30.35,False,low,False
9.87,False,low,False
65.36,False,medium,False
16.81,False,low,False
42.93,False,low,False
36.17,False,low,False
88.89,False,medium,False
87.42,False,medium,False
49.25,False,low,False
80.26,False,medium,False
17.26,False,low,False
93.75,False,low,False
52.87,False,low,False
7.14,False,medium,False
43.41,False,low,True
26.67,False,medium,False
15.81,False,medium,False
79.55,False,medium,False
8.3,False,medium,False
17.53,False,low,False
41.62,False,medium,True
18.36,False,medium,False
8.03,False,low,False
34.65,False,medium,False
37.26,False,low,False
15.78,False,high,False
82.31,False,high,True
74.9,False,low,False
95.98,True,medium,False
89.38,False,low,False
88.79,False,low,False
58.13,False,medium,False
3.95,False,low,False
94.27,False,medium,False
21.01,False,high,False
94.74,False,high,False
28.3,False,low,False
42.28,False,low,False
68.95,False,low,False
61.04,False,low,False
79.9,False,high,False
50.67,False,high,False
78.71,False,low,False
8.41,False,low,False
11.94,False,low,False
55.03,False,medium,False
48.03,False,high,False
8.49,False,low,False
9.62,False,low,False
80.8,False,high,False
27.41,False,medium,False
16.84,False,medium,False
18.07,False,low,False
74.26,False,low,False
40.58,False,low,False
5.38,False,high,False
72.36,False,medium,False
2.82,False,medium,False
63.93,False,medium,False
15.48,False,medium,False
66.34,False,low,False
81.89,False,medium,False
49.14,False,low,False
28.47,False,medium,False
55.22,False,low,True
67.32,False,low,True
34.33,False,medium,False
16.74,False,medium,False
47.76,False,high,True
52.79,False,low,False
61.05,False,medium,False
92.35,False,medium,False
63.59,False,medium,False
42.91,False,high,False
78.94,False,low,False
39.56,False,low,False
54.8,False,low,False
85.37,False,high,False
41.0,False,high,False
5.26,False,low,True
46.25,False,medium,True
68.89,False,low,True
59.56,False,medium,False
32.22,False,low,False
86.63,False,medium,False
58.17,False,low,False
89.45,False,medium,False
53.09,False,high,False
82.27,False,high,False
62.81,False,low,False
58.59,False,low,False
18.17,False,low,True
96.53,True,high,False
38.44,False,high,False
7.0,False,high,False
26.18,False,medium,False
66.06,False,low,False
34.49,False,low,True
67.54,False,high,False
79.8,False,low,False
91.57,False,low,False
26.47,False,medium,False
48.26,False,medium,False
85.15,False,low,False
92.53,False,high,False
11.18,False,high,False
9.72,False,low,False
64.68,False,low,False
79.96,False,low,False
43.84,False,low,False
12.01,False,low,False
58.71,False,medium,False
99.32,True,low,False
95.01,True,low,False
96.74,True,medium,True
60.17,False,low,False
8.03,False,low,True
83.52,False,medium,False
31.6,False,low,True
84.0,False,low,False
64.2,False,high,False
3.44,False,low,False
9.3,False,low,False
20.55,False,medium,False
3.42,False,low,False
29.9,False,high,False
12.3,False,low,False
17.14,False,low,False
55.49,False,low,False
37.15,False,medium,True
88.02,False,medium,True
55.91,False,low,False
13.85,False,low,False
22.52,False,low,False
71.23,False,low,False
55.24,False,high,False
59.25,False,high,False
44.4,False,medium,False
47.91,False,low,False
64.02,False,high,True
89.96,False,low,False
58.9,False,low,False
45.66,False,low,False
53.25,False,medium,False
7.39,False,low,False
54.48,False,high,False
56.93,False,high,False
43.61,False,high,False
57.36,False,low,True
76.08,False,low,False
41.78,False,low,False
83.29,False,low,False
24.89,False,medium,False
93.53,False,low,False
42.9,False,low,False
91.65,False,medium,False
80.06,False,low,True
62.9,False,high,False
61.63,False,low,False
68.3,False,high,False
10.35,False,medium,False
42.14,False,medium,False
75.98,False,low,False
36.32,False,medium,False
50.37,False,low,False
9.57,False,medium,False
27.24,False,low,False
17.56,False,low,False
6.07,False,high,False
48.23,False,low,False
99.78,True,high,False
96.54,True,medium,False
72.74,False,high,False
16.89,False,medium,False
42.98,False,high,False
94.39,False,low,False
21.37,False,high,False
92.01,False,low,False
77.08,False,medium,False
44.02,False,low,False
15.31,False,low,True
49.5,False,high,False
99.04,True,medium,False
88.22,False,low,False
41.12,False,high,False
2.55,False,medium,False
31.93,False,medium,False
35.3,False,low,False
77.1,False,low,False
42.66,False,low,False
41.73,False,low,False
89.33,False,medium,False
62.52,False,low,False
59.21,False,medium,False
89.55,False,low,False
42.55,False,medium,True
35.38,False,medium,False
30.99,False,medium,False
50.51,False,medium,False
47.3,False,low,False
21.87,False,high,False
49.83,False,medium,False
23.89,False,low,False
70.08,False,high,True
75.93,False,low,False
19.64,False,high,False
46.95,False,low,False
11.07,False,medium,False
9.96,False,low,False
47.31,False,low,False
9.63,False,low,False
67.84,False,low,False
62.85,False,low,False
69.27,False,medium,False
49.19,False,low,True
83.79,False,high,False
40.4,False,high,False
42.21,False,high,False
53.39,False,medium,False
60.88,False,low,False
99.8,True,low,False
39.85,False,low,True
89.94,False,medium,False
87.8,False,low,False
25.5,False,high,False
84.07,False,high,False
92.48,False,medium,False
94.88,False,medium,False
15.99,False,medium,False
20.69,False,low,True
55.73,False,medium,False
2.62,False,low,True
94.44,False,medium,False
1.91,False,low,False
48.03,False,medium,False
43.95,False,medium,False
28.75,False,low,False
58.23,False,low,False
16.98,False,high,False
18.2,False,high,False
46.36,False,medium,False
16.4,False,low,False
93.78,False,high,False
59.5,False,low,True
7.55,False,high,True
27.14,False,low,False
76.0,False,low,False
17.5,False,low,False
45.43,False,high,False
20.58,False,high,False
45.42,False,high,False
72.92,False,low,False
86.56,False,medium,False
76.58,False,high,False
35.02,False,low,False
48.29,False,low,False
60.35,False,low,False
51.0,False,low,False
50.99,False,low,False
2.37,False,medium,False
13.1,False,low,False
70.87,False,low,False
91.72,False,low,False
81.2,False,low,False
95.93,True,medium,False
64.84,False,low,False
10.09,False,low,False
88.55,False,low,False
59.48,False,low,False
15.08,False,low,False
96.93,False,medium,False
63.32,False,low,False
0.56,False,low,False
74.46,False,medium,False
60.69,False,medium,False
12.52,False,low,False
9.69,False,medium,False
83.76,False,low,False
95.87,False,low,False
88.1,False,low,False
93.19,False,medium,False
95.29,True,low,False
89.57,False,low,True
85.91,False,medium,False
18.11,False,high,False
14.4,False,high,False
40.38,False,medium,False
27.45,False,high,False
63.76,False,low,False
28.77,False,low,False
81.21,False,high,True
53.49,False,low,False
88.17,False,medium,False
73.92,False,low,False
22.56,False,low,False
39.78,False,medium,False
52.15,False,low,False
50.89,False,low,False
76.07,False,low,False
23.09,False,medium,False
95.12,True,high,False
71.02,False,low,True
2.49,False,low,False
58.02,False,low,False
9.58,False,medium,False
23.07,False,medium,False
44.41,False,high,False
50.37,False,low,False
51.98,False,high,False
11.64,False,low,False
70.54,False,low,False
63.0,False,low,True
68.62,False,medium,False
16.2,False,low,False
63.19,False,low,False
24.89,False,high,False
16.42,False,high,False
88.72,False,low,False
47.68,False,low,False
94.81,False,low,False
98.62,True,low,False
41.95,False,low,False
45.0,False,medium,False
76.38,False,low,False
82.63,False,medium,False
84.42,False,low,True
82.26,False,low,False
93.66,False,low,False
58.44,False,low,False
41.03,False,high,False
37.34,False,medium,False
74.82,False,low,False
33.58,False,medium,False
53.17,False,high,True
50.34,False,low,False
24.09,False,high,False
95.83,True,high,False
20.16,False,high,False
58.39,False,medium,False
10.13,False,high,False
89.24,False,medium,False
58.99,False,low,False
83.09,False,medium,False
18.42,False,low,False
64.66,False,low,False
57.56,False,low,False
26.14,False,low,False
22.61,False,low,False
94.04,False,low,False
79.19,False,low,False
76.19,False,low,False
46.28,False,medium,False
87.68,False,low,False
41.07,False,medium,False
35.45,False,low,False
27.06,False,medium,False
62.16,False,low,False
19.4,False,medium,False
42.53,False,medium,False
12.02,False,medium,False
67.39,False,high,False
15.98,False,low,False
12.69,False,medium,False
76.25,False,low,False
36.62,False,low,False
57.27,False,low,False
15.58,False,low,False
4.88,False,low,False
52.32,False,low,False
31.25,False,low,False
81.54,False,medium,False
43.43,False,medium,False
19.65,False,low,False
14.57,False,high,False
49.9,False,low,False
17.22,False,low,True
2.25,False,medium,False
60.08,False,medium,False
65.64,False,low,False
20.62,False,medium,False
79.32,False,low,False
85.26,False,high,False
10.85,False,low,False
10.65,False,high,False
74.47,False,low,True
30.06,False,high,False
61.18,False,high,False
85.03,False,low,False
47.81,False,high,False
11.25,False,high,False
73.66,False,medium,False
10.99,False,medium,False
58.99,False,medium,False
82.68,False,low,False
6.0,False,low,True
14.18,False,low,False
93.59,False,low,False
75.09,False,low,False
74.76,False,medium,False
10.36,False,high,False
73.06,False,low,False
70.98,False,low,False
95.52,True,low,False
45.07,False,low,False
47.02,False,low,False
41.12,False,medium,False
9.62,False,high,False
72.7,False,low,False
44.33,False,medium,False
34.66,False,medium,False
7.61,False,low,False
36.61,False,low,False
59.82,False,high,False
79.71,False,medium,False
96.22,True,high,False
60.79,False,high,False
85.01,False,high,False
39.31,False,medium,False
47.81,False,low,False
73.57,False,low,False
75.87,False,high,False
63.07,False,low,False
87.52,False,low,False
10.28,False,low,True
78.28,False,low,False
74.26,False,medium,False
78.28,False,medium,False
2.93,False,medium,False
11.26,False,low,False
71.82,False,medium,False
83.51,False,low,False
56.98,False,medium,False
94.84,False,low,False
61.42,False,low,False
19.63,False,medium,False
18.9,False,medium,False
99.1,True,high,False
54.16,False,medium,False
35.08,False,low,False
94.21,False,low,False
72.36,False,low,False
45.3,False,medium,True
54.68,False,medium,False
53.48,False,low,False
56.38,False,low,False
35.75,False,low,False
48.59,False,high,False
4.22,False,low,False
72.93,False,high,False
37.99,False,low,False
52.53,False,high,False
98.44,True,low,False
21.91,False,low,True
53.15,False,low,False
83.57,False,medium,False
7.16,False,medium,True
44.16,False,low,False
55.95,False,medium,False
22.82,False,low,False
70.28,False,low,False
25.22,False,low,False
27.56,False,low,True
46.5,False,low,False
38.63,False,medium,False
36.05,False,high,False
85.48,False,high,False
6.01,False,high,False
17.19,False,high,False
49.94,False,medium,False
50.37,False,high,False
61.67,False,medium,False
21.25,False,low,False
68.06,False,low,False
87.52,False,medium,False
57.32,False,high,False
32.27,False,medium,False
75.14,False,low,False
88.04,False,high,False
48.67,False,low,False
3.88,False,high,False
27.09,False,low,False
58.62,False,medium,False
51.57,False,low,False
25.1,False,low,False
11.83,False,medium,True
4.31,False,low,False
18.99,False,high,False
46.84,False,high,False
61.88,False,medium,False
5.75,False,medium,False
32.13,False,low,True
85.14,False,high,False
18.26,False,high,False
59.29,False,medium,False
41.61,False,medium,False
0.78,False,low,False
55.85,False,medium,False
58.58,False,low,False
25.98,False,high,False
89.5,False,low,False
42.93,False,low,False
21.19,False,low,False
36.44,False,low,False
1.7,False,low,False
59.27,False,low,False
58.79,False,low,False
62.01,False,medium,False
33.92,False,low,False
68.54,False,medium,True
74.53,False,high,False
5.6,False,high,False
33.83,False,low,False
29.47,False,low,False
58.05,False,medium,False
22.08,False,medium,False
5.19,False,high,False
63.83,False,medium,False
65.68,False,medium,False
16.37,False,low,False
35.7,False,low,False
48.14,False,high,False
18.78,False,high,False
71.31,False,medium,False
73.6,False,high,False
53.15,False,low,False
8.46,False,medium,False
9.6,False,low,False
2.99,False,low,False
29.32,False,medium,False
70.0,False,low,False
1.69,False,low,False
65.12,False,medium,False
80.19,False,low,False
8.22,False,medium,False
33.63,False,medium,False
47.8,False,low,False
79.04,False,medium,False
69.12,False,low,False
60.02,False,low,False
52.22,False,low,False
71.62,False,low,False
5.74,False,low,False
37.45,False,low,False
9.3,False,medium,False
18.99,False,medium,True
77.48,False,medium,False
81.35,False,high,False
84.43,False,medium,False
75.51,False,medium,False
72.0,False,low,False
28.14,False,low,False
21.51,False,low,False
80.73,False,low,True
54.5,False,low,False
84.21,False,low,False
67.9,False,low,False
22.73,False,low,False
90.77,False,low,False
54.97,False,medium,False
80.57,False,high,True
39.81,False,low,False
14.7,False,medium,True
83.67,False,medium,False
42.55,False,medium,True
38.71,False,low,False
55.06,False,low,False
71.73,False,medium,False
4.96,False,low,False
42.15,False,medium,True
84.99,False,low,False
85.99,False,high,False
8.17,False,medium,False
26.23,False,low,False
74.93,False,medium,False
86.89,False,high,False
7.43,False,low,False
78.13,False,low,False
88.45,False,low,False
53.23,False,medium,False
26.76,False,high,False
47.71,False,medium,True
78.33,False,low,False
41.07,False,medium,False
96.07,True,high,False
30.22,False,high,True
92.71,False,low,False
77.99,False,medium,False
8.81,False,low,False
98.15,True,low,False
84.41,False,high,False
14.41,False,medium,False
73.55,False,high,False
50.03,False,low,False
29.06,False,low,False
29.84,False,medium,False
92.07,False,low,False
96.55,True,medium,False
78.98,False,low,False
29.49,False,medium,False
13.72,False,low,False
68.99,False,low,False
59.67,False,low,False
43.94,False,medium,False
18.1,False,low,False
74.1,False,low,False
45.72,False,medium,False
4.48,False,medium,False
51.61,False,low,False
59.72,False,high,False
36.46,False,medium,False
100.0,True,high,False
41.38,False,low,False
14.47,False,medium,False
85.14,False,high,False
25.22,False,high,False
65.33,False,low,False
44.45,False,high,False
61.65,False,low,True
95.3,True,low,False
78.12,False,medium,False
83.52,False,low,False
47.3,False,medium,False
16.25,False,high,False
90.89,False,medium,True
62.79,False,low,False
24.92,False,low,False
12.12,False,medium,False
38.03,False,low,False
74.7,False,low,False
20.56,False,medium,False
22.22,False,high,False
21.99,False,medium,False
91.71,False,low,False
74.24,False,medium,False
8.61,False,high,False
96.53,True,medium,False
71.59,False,low,False
29.55,False,medium,False
99.47,False,high,False
72.85,False,low,False
80.45,False,low,True
66.11,False,medium,False
67.47,False,high,True
83.05,False,medium,False
5.17,False,low,False
54.2,False,low,False
84.76,False,low,True
97.33,True,medium,True
25.65,False,low,False
74.79,False,low,False
81.01,False,medium,False
50.95,False,low,False
71.46,False,high,False
78.54,False,medium,False
60.54,False,high,False
27.02,False,medium,False
10.35,False,medium,True
24.03,False,low,False
77.11,False,medium,False
1.71,False,low,False
76.22,False,medium,True
46.65,False,high,False
74.24,False,low,True
45.64,False,low,False
7.06,False,high,False
97.1,True,low,False
84.56,False,low,True
30.76,False,low,False
26.34,False,low,False
82.44,False,low,False
93.92,False,low,False
1.0,False,medium,False
2.0,False,high,False
84.21,False,medium,False
94.13,False,medium,True
76.6,False,low,False
16.65,False,low,False
56.38,False,medium,False
71.28,False,low,False
3.75,False,high,False
79.54,False,low,False
69.12,False,high,True
79.05,False,medium,False
44.3,False,low,False
32.57,False,medium,False
94.57,False,medium,False
82.24,False,low,True
83.67,False,low,False
58.72,False,low,False
82.06,False,high,False
88.59,False,low,False
90.7,False,medium,False
86.55,False,low,False
27.55,False,high,False
56.66,False,low,False
18.86,False,medium,False
34.33,False,medium,False
83.02,False,low,False
22.33,False,low,True
53.94,False,medium,False
63.98,False,medium,True
23.98,False,low,False
62.79,False,low,False
26.92,False,low,False
69.93,False,medium,False
29.77,False,low,False
73.26,False,high,False
65.87,False,high,False
94.49,False,low,False
57.98,False,low,False
74.59,False,medium,False
4.98,False,low,False
28.01,False,low,False
91.2,False,low,False
5.81,False,low,False
31.87,False,low,False
34.71,False,medium,False
50.85,False,low,False
89.89,False,high,False
62.32,False,low,False
92.07,False,low,False
52.41,False,high,False
66.2,False,high,False
96.37,True,medium,False
36.15,False,low,False
97.9,True,medium,False
51.88,False,low,True
21.21,False,low,False
77.62,False,low,True
58.78,False,low,False
25.6,False,high,False
99.89,True,high,False
71.43,False,low,False
27.08,False,medium,False
64.0,False,low,False
68.06,False,low,False
96.39,True,medium,True
68.49,False,medium,False
75.08,False,low,False
25.24,False,medium,False
51.59,False,low,False
35.14,False,high,False
35.09,False,high,False
22.61,False,medium,False
80.09,False,high,False
63.01,False,medium,False
47.07,False,medium,False
64.74,False,low,False
41.59,False,medium,False
38.17,False,high,False
47.57,False,medium,False
60.31,False,low,False
64.25,False,low,False
26.73,False,low,False
36.1,False,low,False
24.94,False,medium,False
99.17,True,low,False
0.33,False,low,False
8.17,False,medium,False
41.32,False,medium,False
9.49,False,low,False
20.79,False,low,False
54.79,False,high,False
34.48,False,low,False
46.93,False,low,False
12.56,False,high,False
7.22,False,high,False
23.72,False,low,False
1.58,False,low,False
77.04,False,low,False
72.94,False,high,True
14.25,False,medium,False
66.84,False,low,False
32.14,False,low,False
21.14,False,medium,False
82.44,False,medium,False
80.34,False,low,False
54.32,False,low,False
98.67,True,medium,False
39.24,False,low,False
23.56,False,medium,False
52.96,False,low,False
58.71,False,medium,False
69.32,False,medium,False
5.55,False,low,False
20.83,False,low,True
47.71,False,low,False
87.67,False,high,False
97.2,True,medium,False
48.23,False,low,False
97.12,True,low,True
10.41,False,medium,False
20.87,False,high,False
79.57,False,high,False
97.26,True,low,False
95.42,True,low,False
63.89,False,low,False
85.11,False,high,False
78.45,False,low,False
32.81,False,low,False
12.46,False,low,False
78.9,False,low,True
41.39,False,medium,False
52.83,False,low,False
40.17,False,high,True
41.9,False,low,False
35.86,False,low,False
17.13,False,low,False
25.77,False,medium,False
7.36,False,high,False
83.15,False,medium,False
51.23,False,medium,False
11.19,False,low,False
27.76,False,low,False
29.44,False,medium,True
62.15,False,medium,False
31.93,False,low,False
11.74,False,medium,False
38.97,False,high,False
29.79,False,medium,False
75.78,False,medium,False
38.7,False,medium,False
57.27,False,high,False
20.42,False,medium,False
52.6,False,low,False
3.69,False,low,False
84.64,False,high,False
81.97,False,low,False
74.93,False,medium,False
16.32,False,low,False
14.73,False,low,False
96.78,True,low,False
2.59,False,low,False
83.92,False,low,True
63.69,False,low,False
24.54,False,low,False
10.74,False,low,False
86.36,False,high,False
1.3,False,high,False
41.52,False,medium,False
67.17,False,high,False
79.67,False,high,False
33.84,False,medium,False
5.62,False,medium,False
36.96,False,medium,False
19.71,False,medium,False
57.64,False,high,False
30.84,False,high,False
17.28,False,low,False
1.47,False,medium,False
51.75,False,low,False
34.85,False,high,False
47.73,False,medium,False
8.35,False,medium,True
14.82,False,medium,False
28.53,False,low,False
80.49,False,low,False
97.27,True,low,False
3.67,False,low,False
68.17,False,medium,False
50.19,False,medium,False
79.55,False,low,False
75.53,False,low,False
41.01,False,low,False
21.85,False,low,True
56.61,False,medium,False
72.69,False,low,False
74.77,False,medium,False
23.14,False,medium,False
9.89,False,low,False
41.42,False,high,False
4.08,False,low,False
66.9,False,medium,True
91.51,False,low,False
8.44,False,medium,False
25.17,False,medium,False
49.31,False,low,False
18.23,False,high,False
5.46,False,low,False
42.48,False,high,False
14.62,False,low,False
92.71,False,high,False
70.55,False,medium,True
67.23,False,medium,False
21.57,False,low,False
13.84,False,low,False
16.57,False,low,False
7.55,False,low,False
78.61,False,low,False
8.8,False,low,False
97.2,True,medium,False
78.46,False,medium,False
80.88,False,medium,False
36.27,False,high,False
49.35,False,medium,False
58.74,False,low,True
29.96,False,low,False
67.26,False,low,True
32.7,False,low,False
42.69,False,high,False
76.52,False,low,False
73.48,False,high,False
91.62,False,high,False
57.32,False,low,False
92.17,False,high,False
44.11,False,high,False
69.17,False,low,False
44.19,False,low,False
67.77,False,low,False
7.36,False,low,False
20.24,False,high,False
66.64,False,medium,False
82.65,False,medium,True
86.33,False,low,False
89.3,False,low,False
5.86,False,medium,False
84.01,False,low,False
4.42,False,low,False
35.64,False,medium,False
11.56,False,low,False
74.22,False,low,False
11.45,False,low,False
12.63,False,low,False
84.03,False,low,False
90.21,False,high,False
29.56,False,medium,False
68.09,False,high,False
2.12,False,low,False
3.38,False,medium,False
40.36,False,medium,False
92.01,False,low,False
9.21,False,low,False
21.98,False,medium,False
4.88,False,high,False
95.52,True,medium,False
94.66,False,low,False
33.37,False,low,False
24.7,False,low,False
84.12,False,high,False
34.84,False,medium,False
21.21,False,high,False
27.9,False,low,False
39.2,False,low,False
40.77,False,low,False
34.7,False,low,False
31.94,False,low,False
42.9,False,low,False
34.88,False,medium,False
1.14,False,low,False
88.58,False,medium,False
4.41,False,low,False
70.31,False,low,False
80.66,False,high,False
74.82,False,high,False
16.07,False,low,True
3.56,False,high,False
64.73,False,high,False
68.64,False,high,False
27.45,False,high,False
27.98,False,medium,False
39.38,False,medium,True
64.64,False,low,False
68.46,False,high,True
43.78,False,low,False
49.16,False,low,False
26.4,False,medium,False
90.72,False,low,True
9.97,False,medium,False
51.53,False,low,False
22.68,False,medium,False
84.53,False,high,False
14.36,False,medium,False
62.17,False,medium,False
71.95,False,low,False
34.66,False,low,False
45.62,False,low,False
55.84,False,high,False
69.52,False,low,False
43.42,False,low,False
20.85,False,low,False
24.91,False,low,False
91.26,False,medium,False
16.65,False,medium,False
48.95,False,medium,False
5.98,False,low,False
53.5,False,low,True
0.74,False,low,False
22.92,False,medium,False
18.82,False,low,False
91.91,False,high,False
92.89,False,low,False
4.15,False,medium,False
56.88,False,low,False
88.89,False,medium,False
6.82,False,low,False
25.74,False,medium,False
17.62,False,low,True
80.29,False,low,False
40.52,False,low,False
32.0,False,high,True
71.87,False,high,False
55.49,False,medium,False
54.33,False,low,False
56.8,False,low,False
73.18,False,low,True
24.83,False,high,False
20.15,False,low,False
45.41,False,low,False
29.95,False,medium,False
67.94,False,low,False
8.69,False,medium,False
26.72,False,low,False
56.56,False,high,False
92.97,False,medium,False
94.47,False,high,True
58.3,False,low,False
67.59,False,low,False
33.64,False,low,False
13.19,False,low,False
6.95,False,high,False
32.1,False,low,False
69.11,False,high,False
17.76,False,low,False
11.69,False,low,False
79.32,False,low,False
74.24,False,low,False
28.62,False,low,False
71.83,False,low,False
31.5,False,medium,False
43.81,False,medium,False
91.23,False,medium,False
83.35,False,high,False
12.49,False,medium,False
41.45,False,medium,False
69.27,False,low,False
37.17,False,low,False
74.98,False,medium,False
80.41,False,low,True
22.43,False,low,False
22.91,False,low,False
60.08,False,high,False
26.58,False,low,True
41.95,False,medium,False
26.79,False,low,True
57.47,False,high,False
49.78,False,low,False
21.01,False,low,False
14.77,False,low,False
13.75,False,medium,False
67.1,False,medium,False
19.35,False,medium,False
72.08,False,medium,False
54.97,False,high,False
96.17,True,low,False
13.2,False,high,False
47.74,False,low,False
94.8,False,low,False
69.38,False,low,False
31.12,False,medium,True
98.98,True,high,False
52.72,False,low,False
16.65,False,low,False
8.21,False,medium,False
53.13,False,medium,True
44.88,False,high,True
98.87,True,low,False
50.06,False,high,False
58.1,False,high,False
37.97,False,medium,False
21.9,False,medium,False
55.89,False,high,False
76.12,False,high,False
19.66,False,high,False
31.14,False,low,False
51.27,False,high,False
27.65,False,high,False
16.29,False,high,False
48.24,False,high,False
52.87,False,high,False
89.43,False,low,False
39.35,False,medium,False
20.49,False,low,False
82.54,False,low,False
32.69,False,medium,False
74.34,False,medium,True
27.92,False,low,False
16.95,False,low,True
32.26,False,medium,False
17.77,False,low,False
60.76,False,medium,False
3.76,False,high,False
77.65,False,low,False
78.47,False,low,True
14.95,False,high,False
39.58,False,medium,False
42.64,False,low,False
9.4,False,low,False
97.49,True,low,False
50.92,False,low,False
76.8,False,high,False
40.88,False,low,False
58.79,False,high,False
54.65,False,low,False
54.11,False,low,False
53.34,False,low,False
19.08,False,medium,True
68.89,False,low,False
56.2,False,low,False
38.79,False,low,False
71.04,False,medium,False
