zone_id,day,tank_level_pct,tank_level_trend_7d,avg_daily_consumption_l,consumption_trend_7d,rainfall_forecast_mm_7d,days_of_supply_left,stress_score,severity
zone_11,41,0.0,0.0,2640.2,28.727450024378342,0.0,99.0,47.86,medium
zone_11,42,0.0,0.0,2279.3,-5.552562880702771,5.6,99.0,47.41,medium
zone_11,43,0.0,0.0,2552.8,9.407277246817811,6.62,99.0,44.35,medium
zone_11,44,0.0,0.0,2382.4,0.8465966813410091,2.02,99.0,57.79,medium
zone_11,45,0.0,0.0,2360.9,-0.7983528719694105,6.99,99.0,52.0,medium
zone_11,46,0.0,0.0,2400.3,-1.3440197287299556,18.31,99.0,47.5,medium
zone_11,47,0.0,0.0,2311.3,10.445835523486423,3.43,99.0,53.5,medium
zone_11,48,0.0,0.0,2296.7,-13.010378001666542,19.39,99.0,38.36,low
zone_11,49,0.0,0.0,2217.3,-2.7201333742815774,3.54,99.0,37.94,low
zone_11,50,0.0,0.0,2185.8,-14.376371043560013,14.02,99.0,45.32,medium
zone_11,51,0.0,0.0,2016.1,-15.375251846877106,17.79,99.0,40.95,medium
zone_11,52,0.0,0.0,2723.5,15.358549705620733,21.97,99.0,45.94,medium
zone_11,53,0.0,0.0,2184.4,-8.994708994708999,22.23,99.0,46.76,medium
zone_11,54,0.0,0.0,2241.5,-3.0199454852247727,19.09,99.0,49.99,medium
zone_11,55,0.0,0.0,2046.3,-10.902599381721595,10.59,99.0,42.78,medium
zone_11,56,0.0,0.0,2268.5,2.309114689036207,33.57,99.0,46.74,medium
zone_11,57,0.0,0.0,2340.0,7.05462530881141,8.17,99.0,48.1,medium
zone_11,58,0.0,0.0,2512.6,24.626754625266607,24.13,99.0,48.57,medium
zone_11,59,0.0,0.0,2594.8,-4.725536992840089,17.36,99.0,44.44,medium
zone_11,60,0.0,0.0,2900.4,32.777879509247384,28.16,99.0,52.72,medium
zone_11,61,0.0,0.0,2438.4,8.784296230202992,38.61,99.0,45.11,medium
zone_11,62,0.0,0.0,2144.4,4.794018472364763,31.27,99.0,52.38,medium
zone_11,63,0.0,0.0,2251.8,-0.7361692748512153,34.31,99.0,41.84,medium
zone_11,64,0.0,0.0,2408.4,2.923076923076927,35.51,99.0,48.15,medium
zone_11,65,0.0,0.0,2370.3,-5.663456180848512,43.83,99.0,44.76,medium
zone_11,66,0.0,0.0,4299.2,65.68521658702018,40.93,99.0,47.44,medium
zone_11,67,0.0,0.0,2225.3,-23.276099848296784,25.18,99.0,48.11,medium
zone_11,68,0.0,0.0,2279.5,-6.51656824146982,35.04,99.0,43.8,medium
zone_11,69,0.0,0.0,3683.2,71.75900018653235,34.32,99.0,38.1,low
zone_11,70,0.0,0.0,2116.9,-5.9907629451994,47.35,99.0,32.75,low
zone_11,71,0.0,0.0,2404.7,-0.15362896528816944,39.15,99.0,50.09,medium
zone_11,72,0.0,0.0,2545.6,7.395688309496676,28.37,99.0,50.56,medium
zone_11,73,0.0,0.0,2567.8,-40.27260885746185,35.59,99.0,52.55,medium
zone_11,74,0.0,0.0,2420.7,8.780838538623989,51.47,99.0,45.46,medium
zone_11,75,0.0,0.0,2379.2,4.373766176793149,48.56,99.0,40.09,medium
zone_11,76,0.0,0.0,2446.1,-33.58764118158123,16.49,99.0,44.94,medium
zone_11,77,0.0,0.0,2356.2,11.304265671500765,47.92,99.0,45.72,medium
zone_11,78,0.0,0.0,2446.3,1.7299455233501213,40.72,99.0,41.08,medium
zone_11,79,0.0,0.0,2439.0,-4.187617850408545,42.79,99.0,51.59,medium
zone_11,80,0.0,0.0,2405.1,-6.336163252589776,50.74,99.0,53.96,medium
zone_11,81,0.0,0.0,3740.3,54.51315735117943,34.95,99.0,50.18,medium
zone_11,82,0.0,0.0,2654.8,11.583725622057852,44.42,99.0,45.65,medium
zone_11,83,0.0,0.0,2536.2,3.6834144147827117,26.89,99.0,40.41,medium
zone_11,84,0.0,0.0,2438.2,3.4801799507681865,38.28,99.0,51.39,medium
zone_11,85,0.0,0.0,4047.4,65.44986305849649,18.87,99.0,50.39,medium
zone_11,86,0.0,0.0,2298.8,-5.748257482574818,40.36,99.0,43.84,medium
zone_11,87,0.0,0.0,2325.9,-3.2930023699638196,42.42,99.0,46.92,medium
zone_11,88,0.0,0.0,2573.8,-31.187337914071062,33.21,99.0,42.66,medium
zone_11,89,0.0,0.0,2552.6,-3.849630857315062,55.08,99.0,45.59,medium
zone_2,0,38.7,0.0,2966.7,0.0,31.09,99.0,21.82,low
zone_2,1,31.89,0.0,2886.7,0.0,33.97,99.0,35.0,low
zone_2,2,25.22,0.0,3241.7,0.0,24.57,99.0,33.88,low
zone_2,3,18.4,0.0,3097.1,0.0,39.89,99.0,41.36,medium
zone_2,4,11.3,0.0,2764.4,0.0,20.98,99.0,40.19,medium
zone_2,5,3.74,0.0,2895.3,0.0,23.53,99.0,43.55,medium
zone_2,6,0.0,0.0,2718.6,0.0,36.42,99.0,40.15,medium
zone_2,7,0.0,-5.528571428571429,2888.3,-2.642666936326546,32.92,0.0,58.04,medium
zone_2,8,0.0,-4.555714285714286,2889.9,0.11085322340389625,27.95,0.0,51.75,medium
zone_2,9,0.0,-3.6028571428571428,2960.8,-8.665206527439295,36.25,0.0,52.06,medium
zone_2,10,0.0,-2.6285714285714286,2823.8,-8.824384101256005,20.31,0.0,52.74,medium
zone_2,11,0.0,-1.6142857142857143,3195.3,15.587469251917236,44.96,0.0,50.46,medium
zone_2,12,0.0,-0.5342857142857144,2978.2,2.8632611473767704,42.8,0.0,39.68,low
zone_2,13,0.0,0.0,2866.3,5.432943426763786,28.05,99.0,44.64,medium
zone_2,14,0.0,0.0,4474.4,54.91465567981163,57.44,99.0,51.48,medium
zone_2,15,0.0,0.0,2932.0,1.4567978130731134,29.95,99.0,43.58,medium
zone_2,16,0.0,0.0,2640.2,-10.828154552823573,41.34,99.0,44.1,medium
zone_2,17,0.0,0.0,2877.4,1.8981514271548945,26.96,99.0,46.13,medium
zone_2,18,0.0,0.0,2891.4,-9.510844052201675,45.92,99.0,44.5,medium
zone_2,19,0.0,0.0,3302.7,10.89584312672084,30.25,99.0,41.53,medium
zone_2,20,0.0,0.0,2798.4,-2.3689076509786164,36.56,99.0,44.85,medium
zone_2,21,0.0,0.0,3161.5,-29.342481673520464,39.39,99.0,48.98,medium
zone_2,22,0.0,0.0,2524.4,-13.901773533424281,25.54,99.0,41.33,medium
zone_2,23,0.0,0.0,3049.1,15.487463070979476,46.35,99.0,44.43,medium
zone_2,24,0.0,0.0,3084.2,7.187043859039401,30.8,99.0,39.9,low
zone_2,25,0.0,0.0,3029.3,4.769315902331054,35.42,99.0,49.05,medium
zone_2,26,0.0,0.0,3253.6,-1.4866624277106584,46.39,99.0,44.63,medium
zone_2,27,0.0,0.0,2854.7,2.011863922241271,33.69,99.0,41.72,medium
zone_2,28,0.0,0.0,2763.9,-12.576308714217932,44.39,99.0,45.37,medium
zone_2,29,0.0,0.0,3362.9,33.215813658691175,31.0,99.0,42.18,medium
zone_2,30,0.0,0.0,2940.3,-3.5682660457183997,26.73,99.0,41.26,medium
zone_2,31,0.0,0.0,3315.0,7.483301990791784,34.0,99.0,39.61,low
zone_2,32,0.0,0.0,2810.4,-7.226091836397851,28.34,99.0,40.93,medium
zone_2,33,0.0,0.0,2476.4,-23.887386279813125,9.65,99.0,52.87,medium
zone_2,34,0.0,0.0,3425.2,19.984586821732584,25.65,99.0,43.79,medium
zone_2,35,0.0,0.0,3012.9,9.00900900900901,7.6,99.0,50.09,medium
zone_2,36,0.0,0.0,2964.7,-11.840970590859087,15.69,99.0,43.37,medium
zone_2,37,0.0,0.0,2366.2,-19.525218515117515,20.16,99.0,49.22,medium
zone_2,38,0.0,0.0,3142.1,-5.215686274509807,11.48,99.0,43.12,medium
zone_2,39,0.0,0.0,3040.9,8.201679476231142,18.04,99.0,47.08,medium
zone_2,40,0.0,0.0,3954.2,59.67533516394765,18.23,99.0,50.2,medium
zone_2,41,0.0,0.0,2508.5,-26.763400677332704,23.1,99.0,55.14,medium
zone_2,42,0.0,0.0,3062.7,1.652892561983462,30.81,99.0,47.62,medium
zone_2,43,0.0,0.0,3055.7,3.069450534624077,18.14,99.0,44.24,medium
zone_2,44,0.0,0.0,3168.4,33.90245963992902,7.67,99.0,52.45,medium
zone_2,45,0.0,0.0,3403.8,8.328824671398118,15.19,99.0,55.83,medium
zone_2,46,0.0,0.0,2862.8,-5.856818704988651,9.22,99.0,40.98,medium
zone_2,47,0.0,0.0,2685.9,-32.07475595569267,13.19,99.0,43.65,medium
zone_2,48,0.0,0.0,3047.7,21.494917281243765,15.78,99.0,47.05,medium
zone_2,49,0.0,0.0,3020.8,-1.3680739217030606,9.59,99.0,45.78,medium
zone_2,50,0.0,0.0,2538.3,-16.93229047354124,5.94,99.0,46.56,medium
zone_2,51,0.0,0.0,2793.4,-11.835626814796111,0.0,99.0,43.38,medium
zone_2,52,0.0,0.0,3094.4,-9.089840766202482,20.51,99.0,51.75,medium
zone_2,53,0.0,0.0,2903.9,1.4356573983512613,2.3,99.0,42.72,medium
zone_2,54,0.0,0.0,2950.0,9.832830708514834,9.46,99.0,47.25,medium
zone_2,55,0.0,0.0,3275.1,7.461364307510585,13.76,99.0,51.58,medium
zone_2,56,0.0,0.0,2900.8,-3.972457627118644,3.41,99.0,48.07,medium
zone_2,57,0.0,0.0,3146.8,23.97273765906315,0.0,99.0,46.12,medium
zone_2,58,0.0,0.0,2747.0,-1.661058208634642,0.0,99.0,43.21,medium
zone_2,59,0.0,0.0,2657.5,-14.1190537745605,0.0,99.0,47.68,medium
zone_2,60,0.0,0.0,2918.0,0.4855539102586146,13.58,99.0,43.97,medium
zone_2,61,0.0,0.0,2875.2,-2.5355932203389893,0.0,99.0,49.42,medium
zone_2,62,0.0,0.0,3495.1,6.7173521419193305,1.11,99.0,43.26,medium
zone_2,63,0.0,0.0,2750.4,-5.184776613348045,0.0,99.0,51.85,medium
zone_2,64,0.0,0.0,2615.0,-16.899707639506804,0.0,99.0,49.06,medium
zone_2,65,0.0,0.0,2907.0,5.824535857298872,0.0,99.0,49.71,medium
zone_2,66,0.0,0.0,3058.3,15.081843838193798,16.63,99.0,53.27,medium
zone_2,67,0.0,0.0,3159.4,8.272789581905418,0.0,99.0,47.35,medium
zone_2,68,0.0,0.0,2805.0,-2.4415692821368884,3.79,99.0,45.24,medium
zone_2,69,0.0,0.0,3120.2,-10.726445595261941,0.0,99.0,46.41,medium
zone_2,70,0.0,0.0,2902.0,5.5119255381035455,7.91,99.0,47.21,medium
zone_2,71,0.0,0.0,2968.1,13.502868068833648,7.08,99.0,48.2,medium
zone_2,72,0.0,0.0,2783.2,-4.258685930512563,8.53,99.0,44.25,medium
zone_2,73,0.0,0.0,2896.8,-5.28071150639244,0.0,99.0,40.51,medium
zone_2,74,0.0,0.0,2447.9,-22.52009875292777,7.33,99.0,45.48,medium
zone_2,75,0.0,0.0,3426.4,22.15329768270945,0.38,99.0,51.32,medium
zone_2,76,0.0,0.0,2890.4,-7.364912505608606,22.88,99.0,46.4,medium
zone_2,77,0.0,0.0,2531.5,-12.767057201929704,9.95,99.0,52.2,medium
zone_2,78,0.0,0.0,2814.7,-5.168289478117318,7.19,99.0,55.56,medium
zone_2,79,0.0,0.0,3143.1,12.931158378844499,20.33,99.0,49.97,medium
zone_2,80,0.0,0.0,2730.0,-5.758077879038946,6.19,99.0,53.39,medium
zone_2,81,0.0,0.0,2958.0,20.838269537154293,3.89,99.0,52.45,medium
zone_2,82,0.0,0.0,2959.0,-13.641139388279248,7.73,99.0,54.51,medium
zone_2,83,0.0,0.0,3082.0,6.6288402989205615,17.86,99.0,54.26,medium
zone_2,84,0.0,0.0,2719.4,7.422476792415568,27.88,99.0,49.5,medium
zone_2,85,0.0,0.0,3041.3,8.050591537286403,15.75,99.0,50.02,medium
zone_2,86,0.0,0.0,2939.1,-6.490407559415863,14.3,99.0,46.06,medium
zone_2,87,0.0,0.0,3072.0,12.527472527472527,34.94,99.0,45.59,medium
zone_2,88,0.0,0.0,2942.0,-0.5409060175794456,23.26,99.0,44.46,medium
zone_2,89,0.0,0.0,4182.4,41.34504900304156,12.26,99.0,52.09,medium
zone_3,0,45.25,0.0,2854.1,0.0,8.33,99.0,24.36,low
zone_3,1,37.81,0.0,2855.5,0.0,8.36,99.0,29.82,low
zone_3,2,29.12,0.0,2733.2,0.0,0.0,99.0,26.08,low
zone_3,3,22.02,0.0,2602.4,0.0,8.25,99.0,44.59,medium
zone_3,4,15.42,0.0,2740.2,0.0,18.96,99.0,38.5,low
zone_3,5,8.04,0.0,2785.5,0.0,0.0,99.0,46.8,medium
zone_3,6,1.18,0.0,2877.9,0.0,25.23,99.0,50.87,medium
zone_3,7,0.0,-6.464285714285714,2608.7,-8.598157037244668,6.36,0.0,59.04,medium
zone_3,8,0.0,-5.401428571428572,2835.3,-0.7074067588863533,0.17,0.0,64.36,medium
zone_3,9,0.0,-4.16,2514.4,-8.00526854968534,6.06,0.0,52.91,medium
zone_3,10,0.0,-3.1457142857142855,2597.8,-0.17675991392560364,17.45,0.0,63.96,medium
zone_3,11,0.0,-2.202857142857143,2515.7,-8.19283263995329,5.64,0.0,57.78,medium
zone_3,12,0.0,-1.1485714285714284,2670.3,-4.135702746365098,4.03,0.0,51.82,medium
zone_3,13,0.0,-0.16857142857142857,3027.5,5.1982348240036105,21.08,0.0,52.5,medium
zone_3,14,0.0,0.0,2149.1,-17.6179706367156,15.8,99.0,42.03,medium
zone_3,15,0.0,0.0,2516.4,-11.247487038408636,17.03,99.0,45.4,medium
zone_3,16,0.0,0.0,3031.7,20.57349665924275,17.64,99.0,53.49,medium
zone_3,17,0.0,0.0,2635.4,1.4473785510816808,24.76,99.0,38.25,low
zone_3,18,0.0,0.0,2819.7,12.084111778033947,21.26,99.0,49.02,medium
zone_3,19,0.0,0.0,2938.0,10.025090813766235,23.46,99.0,48.52,medium
zone_3,20,0.0,0.0,2693.5,-11.032204789430224,23.11,99.0,53.7,medium
zone_3,21,0.0,0.0,2508.6,16.72793262295845,23.59,99.0,40.44,medium
zone_3,22,0.0,0.0,2642.3,5.0031791448100496,21.67,99.0,52.74,medium
zone_3,23,0.0,0.0,2597.2,-14.331892997328232,22.52,99.0,43.66,medium
zone_3,24,0.0,0.0,2642.6,0.2732033087956218,28.3,99.0,43.43,medium
zone_3,25,0.0,0.0,2671.8,-5.245238855197349,22.05,99.0,41.07,medium
zone_3,26,0.0,0.0,2420.8,-17.60381211708645,14.18,99.0,42.55,medium
zone_3,27,0.0,0.0,2841.0,5.476146278076851,36.87,99.0,46.94,medium
zone_3,28,0.0,0.0,2559.0,2.009088734752455,20.35,99.0,41.83,medium
zone_3,29,0.0,0.0,2720.5,2.959542822540961,35.49,99.0,48.14,medium
zone_3,30,0.0,0.0,2627.4,1.162790697674429,40.18,99.0,42.42,medium
zone_3,31,0.0,0.0,2626.0,-0.628169227276164,39.04,99.0,40.15,medium
zone_3,32,0.0,0.0,2572.7,-3.7091099633206213,41.12,99.0,42.89,medium
zone_3,33,0.0,0.0,2769.1,14.38780568407137,30.53,99.0,47.21,medium
zone_3,34,0.0,0.0,2639.6,-7.089053150299193,43.78,99.0,43.89,medium
zone_3,35,0.0,0.0,2573.1,0.5509964830011688,39.7,99.0,45.17,medium
zone_3,36,0.0,0.0,2312.7,-14.989891564050733,45.03,99.0,47.78,medium
zone_3,37,0.0,0.0,2766.5,5.294207201035241,34.89,99.0,49.65,medium
zone_3,38,0.0,0.0,4280.0,62.98552932216298,41.65,99.0,47.51,medium
zone_3,39,0.0,0.0,2924.4,13.67046293776967,28.97,99.0,41.77,medium
zone_3,40,0.0,0.0,2549.6,-7.926763208262614,42.78,99.0,45.3,medium
zone_3,41,0.0,0.0,2403.7,-8.936960145476592,27.42,99.0,47.19,medium
zone_3,42,0.0,0.0,2779.9,8.036998173409513,23.51,99.0,40.42,medium
zone_3,43,0.0,0.0,2403.9,3.94344272927748,38.11,99.0,41.67,medium
zone_3,44,0.0,0.0,2388.5,-13.663473703235136,29.1,99.0,42.23,medium
zone_3,45,0.0,0.0,2532.9,-40.820093457943926,38.29,99.0,44.17,medium
zone_3,46,0.0,0.0,2757.6,-5.7037340993024275,32.87,99.0,41.96,medium
zone_3,47,0.0,0.0,2463.4,-3.380922497646683,36.56,99.0,47.83,medium
zone_3,48,0.0,0.0,2498.0,3.9231185256063643,7.8,99.0,41.48,medium
zone_3,49,0.0,0.0,2223.6,-20.01151120543905,39.44,99.0,38.68,low
zone_3,50,0.0,0.0,2809.6,16.876741960980066,22.08,99.0,45.63,medium
zone_3,51,0.0,0.0,2343.7,-1.8756541762612595,39.51,99.0,44.3,medium
zone_3,52,0.0,0.0,2359.6,-6.84195980891469,21.64,99.0,40.18,medium
zone_3,53,0.0,0.0,2469.4,-10.451116913257898,12.49,99.0,44.67,medium
zone_3,54,0.0,0.0,2254.1,-8.496387107250149,27.7,99.0,43.67,medium
zone_3,55,0.0,0.0,2567.3,2.7742193755004076,14.91,99.0,45.4,medium
zone_3,56,0.0,0.0,3569.5,60.5279726569527,21.42,99.0,50.27,medium
zone_3,57,0.0,0.0,4119.3,46.615176537585434,20.18,99.0,46.33,medium
zone_3,58,0.0,0.0,2958.6,26.236293040918213,22.55,99.0,53.38,medium
zone_3,59,0.0,0.0,3835.2,62.53602305475504,17.54,99.0,52.2,medium
zone_3,60,0.0,0.0,4389.3,77.74763100348264,21.43,99.0,46.55,medium
zone_3,61,0.0,0.0,2515.9,11.614391553169789,16.32,99.0,47.72,medium
zone_3,62,0.0,0.0,2332.2,-9.157480621664797,17.84,99.0,46.96,medium
zone_3,63,0.0,0.0,2361.7,-33.8366718027735,19.62,99.0,51.1,medium
zone_3,64,0.0,0.0,2488.7,-39.58439540698663,13.2,99.0,44.61,medium
zone_3,65,0.0,0.0,2612.8,-11.687960521868442,13.31,99.0,50.07,medium
zone_3,66,0.0,0.0,2527.0,-34.11034626616603,12.8,99.0,47.23,medium
zone_3,67,0.0,0.0,2782.4,-36.609482149773314,11.0,99.0,53.25,medium
zone_3,68,0.0,0.0,2766.2,9.948726101991324,16.44,99.0,52.39,medium
zone_3,69,0.0,0.0,2732.2,17.151187719749593,13.38,99.0,48.81,medium
zone_3,70,0.0,0.0,3228.1,36.68543845534997,16.45,99.0,47.78,medium
zone_3,71,0.0,0.0,2500.8,0.4861976132117316,0.0,99.0,50.66,medium
zone_3,72,0.0,0.0,2562.5,-1.9251377832210723,8.58,99.0,46.85,medium
zone_3,73,0.0,0.0,2555.6,1.131776810447167,3.26,99.0,55.0,medium
zone_3,74,0.0,0.0,2620.2,-5.829499712478445,0.0,99.0,48.91,medium
zone_3,75,0.0,0.0,2385.0,-13.780637697924947,6.73,99.0,46.17,medium
zone_3,76,0.0,0.0,2495.2,-8.674328380060025,0.0,99.0,46.76,medium
zone_3,77,0.0,0.0,2647.4,-17.988909885071706,9.3,99.0,42.63,medium
zone_3,78,0.0,0.0,2681.4,7.221689059500956,14.78,99.0,49.49,medium
zone_3,79,0.0,0.0,2922.0,14.029268292682929,0.0,99.0,46.16,medium
zone_3,80,0.0,0.0,2819.0,10.306777273438726,6.03,99.0,52.89,medium
zone_3,81,0.0,0.0,2672.7,2.003663842454775,2.86,99.0,43.21,medium
zone_3,82,0.0,0.0,2621.6,9.920335429769388,2.57,99.0,49.4,medium
zone_3,83,0.0,0.0,2648.1,6.12776530939404,10.7,99.0,52.28,medium
zone_3,84,0.0,0.0,2679.8,1.223842260330894,0.0,99.0,40.06,medium
zone_3,85,0.0,0.0,3195.9,19.187737748937124,0.0,99.0,57.82,medium
zone_3,86,0.0,0.0,2550.9,-12.700205338809031,10.52,99.0,45.64,medium
zone_3,87,0.0,0.0,2674.6,-5.122383824051085,0.0,99.0,49.16,medium
zone_3,88,0.0,0.0,2517.9,-5.791895835671783,0.0,99.0,50.89,medium
zone_3,89,0.0,0.0,2754.7,5.077052181873662,9.71,99.0,50.64,medium
zone_4,0,55.4,0.0,1425.1,0.0,15.57,99.0,22.9,low
zone_4,1,44.76,0.0,1623.4,0.0,21.1,99.0,29.92,low
zone_4,2,38.04,0.0,1374.4,0.0,22.99,99.0,30.8,low
zone_4,3,30.64,0.0,1277.0,0.0,14.16,99.0,40.16,medium
zone_4,4,23.52,0.0,1364.0,0.0,20.46,99.0,37.65,low
zone_4,5,16.33,0.0,1507.9,0.0,23.93,99.0,46.24,medium
zone_4,6,6.96,0.0,1475.7,0.0,14.37,99.0,47.35,medium
zone_4,7,0.0,-7.914285714285714,1389.2,-2.5191214651603304,16.71,0.0,49.37,medium
zone_4,8,0.0,-6.394285714285714,1397.5,-13.91523962054947,9.23,0.0,67.94,medium
zone_4,9,0.0,-5.434285714285714,1630.6,18.64086146682187,18.81,0.0,55.16,medium
zone_4,10,0.0,-4.377142857142857,1285.4,0.6577916992952303,25.66,0.0,61.54,medium
zone_4,11,0.0,-3.36,1524.4,11.759530791788864,9.42,0.0,56.68,medium
zone_4,12,0.0,-2.3328571428571427,1578.9,4.708535048743285,5.8,0.0,58.26,medium
zone_4,13,0.0,-0.9942857142857143,1123.5,-23.86663956088636,15.11,0.0,46.52,medium
zone_4,14,0.0,0.0,1449.1,4.311834149150581,17.38,99.0,49.28,medium
zone_4,15,0.0,0.0,1475.6,5.588550983899815,11.57,99.0,46.53,medium
zone_4,16,0.0,0.0,1266.8,-22.310805838341714,10.19,99.0,53.69,medium
zone_4,17,0.0,0.0,1597.3,24.264820289404064,0.0,99.0,51.81,medium
zone_4,18,0.0,0.0,1418.7,-6.933875623196014,14.12,99.0,50.65,medium
zone_4,19,0.0,0.0,1212.4,-23.212363037557793,12.36,99.0,38.46,low
zone_4,20,0.0,0.0,1490.9,32.70137961726747,13.3,99.0,48.62,medium
zone_4,21,0.0,0.0,1289.1,-11.041336001656202,0.0,99.0,50.24,medium
zone_4,22,0.0,0.0,1389.4,-5.841691515315792,18.48,99.0,47.28,medium
zone_4,23,0.0,0.0,1394.1,10.048942216608776,13.57,99.0,51.42,medium
zone_4,24,0.0,0.0,1357.9,-14.987791898829267,20.21,99.0,44.71,medium
zone_4,25,0.0,0.0,1445.3,1.8749559455839788,0.0,99.0,48.91,medium
zone_4,26,0.0,0.0,1215.5,0.2556911910260565,0.0,99.0,53.34,medium
zone_4,27,0.0,0.0,1480.6,-0.690857871084592,24.14,99.0,36.59,low
zone_4,28,0.0,0.0,1367.0,6.042975719494229,0.0,99.0,51.32,medium
zone_4,29,0.0,0.0,1471.1,5.880236073125077,14.23,99.0,45.91,medium
zone_4,30,0.0,0.0,1145.1,-17.860985582095978,0.0,99.0,44.95,medium
zone_4,31,0.0,0.0,1277.1,-5.950364533470814,15.34,99.0,48.11,medium
zone_4,32,0.0,0.0,1344.9,-6.946654673770142,12.14,99.0,52.05,medium
zone_4,33,0.0,0.0,1564.8,28.737145207733438,2.75,99.0,54.15,medium
zone_4,34,0.0,0.0,1378.3,-6.90936106983655,4.58,99.0,47.51,medium
zone_4,35,0.0,0.0,1319.7,-3.4601316752011666,10.36,99.0,50.86,medium
zone_4,36,0.0,0.0,1466.3,-0.32628645231459147,0.0,99.0,52.07,medium
zone_4,37,0.0,0.0,1367.6,19.43061741332635,2.86,99.0,49.07,medium
zone_4,38,0.0,0.0,1310.5,2.6153002897189017,9.5,99.0,44.84,medium
zone_4,39,0.0,0.0,1348.5,0.267677894267225,10.49,99.0,44.82,medium
zone_4,40,0.0,0.0,1227.9,-21.529907975460112,0.0,99.0,51.95,medium
zone_4,41,0.0,0.0,1129.5,-18.05122252049626,15.1,99.0,46.62,medium
zone_4,42,0.0,0.0,1513.8,14.707888156399173,12.05,99.0,43.85,medium
zone_4,43,0.0,0.0,1502.0,2.434699583986909,0.18,99.0,41.99,medium
zone_4,44,0.0,0.0,1418.6,3.7291605732670376,5.65,99.0,51.47,medium
zone_4,45,0.0,0.0,1470.0,12.170927127050744,6.93,99.0,46.31,medium
zone_4,46,0.0,0.0,1478.9,9.670003707823515,22.07,99.0,47.85,medium
zone_4,47,0.0,0.0,1397.9,13.844775633194883,13.86,99.0,52.73,medium
zone_4,48,0.0,0.0,1242.1,9.969012837538727,8.32,99.0,42.96,medium
zone_4,49,0.0,0.0,1534.8,1.3872374157748713,16.12,99.0,46.57,medium
zone_4,50,0.0,0.0,1452.8,-3.2756324900133187,23.53,99.0,45.09,medium
zone_4,51,0.0,0.0,1356.8,-4.356407725926967,28.25,99.0,46.73,medium
zone_4,52,0.0,0.0,1375.2,-6.448979591836731,22.6,99.0,50.84,medium
zone_4,53,0.0,0.0,1310.0,-11.420650483467448,31.15,99.0,39.68,low
zone_4,54,0.0,0.0,1144.5,-18.127190786179273,24.85,99.0,47.9,medium
zone_4,55,0.0,0.0,1441.7,16.069559616778047,35.07,99.0,50.09,medium
zone_4,56,0.0,0.0,1827.6,19.07740422204847,35.38,99.0,45.4,medium
zone_4,57,0.0,0.0,1389.1,-4.384636563876655,24.55,99.0,45.1,medium
zone_4,58,0.0,0.0,1364.2,0.5454009433962331,44.55,99.0,46.71,medium
zone_4,59,0.0,0.0,1508.1,9.664048865619536,28.33,99.0,47.16,medium
zone_4,60,0.0,0.0,1368.5,4.465648854961832,33.41,99.0,47.6,medium
zone_4,61,0.0,0.0,1458.0,27.391874180865006,38.05,99.0,48.89,medium
zone_4,62,0.0,0.0,1333.8,-7.4842200180342715,33.6,99.0,41.07,medium
zone_4,63,0.0,0.0,1375.9,-24.715473845480403,21.29,99.0,50.01,medium
zone_4,64,0.0,0.0,1481.1,6.622993305017638,18.62,99.0,51.43,medium
zone_4,65,0.0,0.0,1574.7,15.430288813956897,46.65,99.0,46.67,medium
zone_4,66,0.0,0.0,1440.0,-4.515615675353088,22.08,99.0,39.97,low
zone_4,67,0.0,0.0,1430.2,4.508586043112901,36.42,99.0,44.81,medium
zone_4,68,0.0,0.0,1495.4,2.5651577503429417,29.45,99.0,46.0,medium
zone_4,69,0.0,0.0,1544.5,15.796971060128959,38.32,99.0,41.37,medium
zone_4,70,0.0,0.0,1467.1,6.628388691038579,41.62,99.0,43.96,medium
zone_4,71,0.0,0.0,1503.2,1.4921342245628344,22.66,99.0,40.33,medium
zone_4,72,0.0,0.0,1288.3,-18.187591287229317,47.43,99.0,47.43,medium
zone_4,73,0.0,0.0,1479.4,2.7361111111111174,24.59,99.0,46.48,medium
zone_4,74,0.0,0.0,1491.2,4.26513774297301,37.72,99.0,38.67,low
zone_4,75,0.0,0.0,1411.4,-5.617226160224688,49.85,99.0,46.41,medium
zone_4,76,0.0,0.0,1383.2,-10.443509226286821,30.69,99.0,44.77,medium
zone_4,77,0.0,0.0,2277.9,55.26548974166725,45.94,99.0,50.38,medium
zone_4,78,0.0,0.0,1280.3,-14.828366152208627,35.63,99.0,43.43,medium
zone_4,79,0.0,0.0,1420.2,10.238298532950408,31.65,99.0,42.41,medium
zone_4,80,0.0,0.0,1296.1,-12.390158172231997,45.41,99.0,41.92,medium
zone_4,81,0.0,0.0,1437.9,-3.574302575107293,32.96,99.0,42.85,medium
zone_4,82,0.0,0.0,1401.1,-0.7297718577299264,30.23,99.0,45.08,medium
zone_4,83,0.0,0.0,1547.4,11.871023713128979,38.28,99.0,46.3,medium
zone_4,84,0.0,0.0,1444.4,-36.590719522367095,44.36,99.0,44.24,medium
zone_4,85,0.0,0.0,1311.3,2.4213075060532687,38.83,99.0,43.45,medium
zone_4,86,0.0,0.0,1175.9,-17.20180256301929,40.13,99.0,43.59,medium
zone_4,87,0.0,0.0,1493.9,15.261168119743862,39.95,99.0,55.95,medium
zone_4,88,0.0,0.0,1264.4,-12.066207663954378,34.5,99.0,41.92,medium
zone_4,89,0.0,0.0,1070.2,-23.61715794732709,29.69,99.0,42.81,medium
